,DEPTH_MD,GROUP,FORMATION,CALI,RHOB,NPHI,DTC,BS,items
2983,DeepDepth,VIKING,DraupneFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, DraupneFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2984,DeepDepth,VIKING,DraupneFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, DraupneFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2985,DeepDepth,VIKING,DraupneFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, VIKING, DraupneFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
2986,DeepDepth,VIKING,DraupneFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, DraupneFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2987,DeepDepth,VIKING,DraupneFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, DraupneFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2988,DeepDepth,VIKING,DraupneFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, DraupneFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2989,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2990,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2991,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2992,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2993,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2994,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2995,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2996,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2997,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2998,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
2999,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3000,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3001,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3002,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3003,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3004,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3005,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3006,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3007,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3008,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3009,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3010,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3011,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3012,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3013,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3014,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3015,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3016,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3017,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3018,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3019,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3020,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3021,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3022,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3023,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3024,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3025,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3026,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3027,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3028,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3029,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3030,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3031,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3032,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3033,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3034,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3035,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3036,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3037,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3038,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3039,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3040,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3041,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3042,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3043,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3044,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3045,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3046,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3047,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3048,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3049,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
3050,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
3051,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3052,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3053,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
3054,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
3055,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
3056,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
3057,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
3058,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3059,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3060,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3061,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3062,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3063,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3064,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3065,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3066,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
3067,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
3068,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
3069,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
3070,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3071,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3072,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3073,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3074,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3075,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3076,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3077,DeepDepth,VIKING,HeatherFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, VIKING, HeatherFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3078,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3079,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
3080,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
3081,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3082,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3083,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3084,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3085,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3086,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3087,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3088,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3089,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3090,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3091,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3092,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3093,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3094,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3095,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3096,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3097,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3098,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3099,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3100,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3101,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
3102,DeepDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85,"BS85, HEGRE, SkagerrakFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
