"SandstoneShale, BS175, HORDALAND, UtsiraFm, InterDepth, NormalCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"SandstoneShale, BS85, HEGRE, SkagerrakFm, UltraDDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
