WELL,CALI,RDEP,RMED,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,SP,LITHO_CODE,LITHO_CONF
33_9-17,12.29771328,2.0273973942,1.7255464792,115.64507294,0.358953774,26.173503876,75.50806427,2.3277199268,-0.035486553,1079.5140381,438472.34375,6814183.5,-1053.377441,25.270378113,65000.0,1.0
33_9-17,12.297510147,2.0460481644,1.7249486446,115.12130737,0.3551141918,28.050075531,73.495033264,2.3130953312,-0.038159255,1079.6660156,438472.34375,6814183.5,-1053.529419,24.323858261,65000.0,1.0
33_9-17,12.230518341,2.0642528534,1.7037842274,114.68476105,0.4019861519,27.144189835,73.919311523,2.3011357784,-0.0396275,1079.8179932,438472.34375,6814183.5,-1053.681396,23.949480057,65000.0,1.0
33_9-17,12.18621254,2.0824584961,1.6548167467,115.12606812,0.4219394624,30.133773804,73.278411865,2.2820644379,-0.041922405,1079.9699707,438472.34375,6814183.5,-1053.833374,24.67348671,65000.0,1.0
33_9-17,12.103797913,2.0795454979,1.6148929596,116.52558899,0.4362402558,32.976573944,74.166122437,2.295596838,-0.035545304,1080.1219482,438472.34375,6814183.5,-1053.985352,25.160247803,65000.0,1.0
33_9-17,12.145771027,2.047296524,1.6240592003,118.93832397,0.400000006,35.420207977,74.224487305,2.2935276031,-0.03225686,1080.2739258,438472.34375,6814183.5,-1054.137329,25.477083206,65000.0,1.0
33_9-17,12.357141495,1.98075068,1.6268066168,121.32660675,0.4026603997,31.61438179,70.786323547,2.2809669971,-0.028000001,1080.4260254,438472.34375,6814183.5,-1054.289307,25.216745377,65000.0,1.0
33_9-17,12.40261364,1.8968570232,1.5935541391,121.62592316,0.4291357696,25.818546295,69.658943176,2.2579455376,-0.026710173,1080.5780029,438472.34375,6814183.5,-1054.441284,24.820985794,65000.0,1.0
33_9-17,12.266097069,1.8108065128,1.5407400131,121.99250793,0.4208409786,22.94439888,67.285644531,2.2218079567,-0.019140944,1080.7299805,438472.34375,6814183.5,-1054.593262,24.28153801,65000.0,1.0
33_9-17,12.113635063,1.7389583588,1.4837414026,123.08921051,0.4275667369,21.531381607,66.434165955,2.1870362759,-0.021793999,1080.881958,438472.34375,6814183.5,-1054.745239,24.655416489,65000.0,1.0
33_9-17,12.246920586,1.6852548122,1.4220539331,124.17090607,0.4015758038,22.206268311,68.206443787,2.1341648102,-0.033813808,1081.0339355,438472.34375,6814183.5,-1054.897217,25.009849548,65000.0,1.0
33_9-17,12.201426506,1.6516537666,1.3822505474,125.18948364,0.4192420244,24.225564957,72.736701965,2.0940001011,-0.039796118,1081.1860352,438472.34375,6814183.5,-1055.049316,25.125,65000.0,1.0
33_9-17,12.091647148,1.6447241306,1.3586198092,127.51469421,0.4122043848,28.380613327,71.509399414,2.0968804359,-0.045130432,1081.3380127,438472.3125,6814183.5,-1055.201294,25.134185791,65000.0,1.0
33_9-17,12.180612564,1.660148263,1.3456696272,127.71408844,0.4414096177,29.388845444,67.524513245,2.1365406513,-0.046512283,1081.4899902,438472.3125,6814183.5,-1055.353271,25.22356987,65000.0,1.0
33_9-17,12.399471283,1.6810961962,1.3578813076,127.75684357,0.4586366117,28.812822342,65.656196594,2.1814248562,-0.050500464,1081.6419678,438472.3125,6814183.5,-1055.505249,24.84091568,65000.0,1.0
33_9-17,12.41409874,1.6998887062,1.4084922075,125.72830963,0.4406516552,29.769159317,69.899147034,2.1941597462,-0.053877242,1081.7939453,438472.3125,6814183.5,-1055.657227,24.407583237,65000.0,1.0
33_9-17,12.411641121,1.715703249,1.4746367931,124.56170654,0.4499999881,30.988246918,75.746788025,2.2146475315,-0.05204159,1081.9460449,438472.3125,6814183.5,-1055.809204,24.914287567,65000.0,1.0
33_9-17,12.362844467,1.7221338749,1.5218428373,122.33241272,0.4511970282,28.25084877,77.633575439,2.2073373795,-0.044882551,1082.0980225,438472.3125,6814183.5,-1055.961182,25.537406921,65000.0,1.0
33_9-17,12.177742004,1.7357525826,1.5259628296,119.68417358,0.4671224952,24.704874039,78.494621277,2.1986207962,-0.04434346,1082.25,438472.3125,6814183.5,-1056.113159,26.117805481,65000.0,1.0
33_9-17,12.270848274,1.7635914087,1.4764077663,119.41000366,0.4199999869,26.488267899,74.281822205,2.2009980679,-0.046775717,1082.4019775,438472.3125,6814183.5,-1056.265137,25.945461273,65000.0,1.0
33_9-17,12.220471382,1.7962043285,1.4227790833,119.18398285,0.4194771647,30.505714417,73.439575195,2.2090973854,-0.045764212,1082.5539551,438472.3125,6814183.5,-1056.417114,24.980394363,65000.0,1.0
33_9-17,12.119943619,1.8263193369,1.4248893261,119.85998535,0.4095001519,34.188201904,67.762512207,2.2320444584,-0.05296148,1082.7059326,438472.3125,6814183.5,-1056.569092,24.625,65000.0,1.0
33_9-17,12.324705124,1.8440721035,1.4738016129,120.99530029,0.4004696906,37.610294342,66.797821045,2.2570903301,-0.060272988,1082.8580322,438472.3125,6814183.5,-1056.721191,24.619129181,65000.0,1.0
33_9-17,12.41409874,1.8403511047,1.5071578026,120.86425781,0.4099999964,33.841156006,66.787597656,2.2857692242,-0.054000001,1083.0100098,438472.3125,6814183.5,-1056.873047,24.550260544,65000.0,1.0
33_9-17,12.40856266,1.8266118765,1.5261290073,120.07083893,0.4104165435,26.795942307,73.057258606,2.2964873314,-0.053211641,1083.1619873,438472.3125,6814183.5,-1057.025024,25.614585876,65000.0,1.0
33_9-17,12.280280113,1.8123394251,1.5406944752,119.39409637,0.4188190103,20.387983322,75.755912781,2.3120086193,-0.045133404,1083.3139648,438472.3125,6814183.5,-1057.177002,25.394683838,65000.0,1.0
33_9-17,12.262908936,1.8066254854,1.5418117046,119.24454498,0.3918169737,21.5157547,74.300048828,2.3044130802,-0.036530215,1083.4659424,438472.3125,6814183.5,-1057.328979,25.852287292,65000.0,1.0
33_9-17,12.398136139,1.8114777803,1.5090161562,119.12213135,0.4396594465,22.862174988,72.338043213,2.2905635834,-0.032636821,1083.618042,438472.3125,6814183.5,-1057.481079,25.25,65000.0,1.0
33_9-17,12.386966705,1.8290022612,1.4722183943,119.77016449,0.4312410355,26.054750443,73.033416748,2.2634880543,-0.038911354,1083.7700195,438472.3125,6814183.5,-1057.633057,25.234487534,65000.0,1.0
33_9-17,12.270258904,1.8427940607,1.4605873823,120.41580963,0.4682752192,26.494281769,72.114219666,2.2471175194,-0.03834264,1083.9219971,438472.3125,6814183.5,-1057.785034,24.75,65000.0,1.0
33_9-17,12.16409874,1.8561490774,1.4709889889,120.96414185,0.4105142355,33.385116577,71.722679138,2.2347373962,-0.04233335,1084.0739746,438472.3125,6814183.5,-1057.93689,24.75,65000.0,1.0
33_9-17,12.170140266,1.8731336594,1.4979367256,121.4929657,0.4300000072,42.028339386,70.794425964,2.2556555271,-0.045919653,1084.2259521,438472.3125,6814183.5,-1058.088867,24.770505905,65000.0,1.0
33_9-17,12.421742439,1.8749690056,1.5342482328,121.18164063,0.4302039742,46.670547485,75.290794373,2.2791650295,-0.044765919,1084.3779297,438472.3125,6814183.5,-1058.240845,25.622449875,65000.0,1.0
33_9-17,12.411124229,1.8529286385,1.603847146,120.29456329,0.4399999976,26.808860779,77.272659302,2.2963211536,-0.042525224,1084.5300293,438472.3125,6814183.5,-1058.392944,25.49546814,65000.0,1.0
33_9-17,12.250000954,1.7976762056,1.6051979065,119.99811554,0.4393966496,24.927228928,78.487747192,2.2756838799,-0.048854563,1084.6820068,438472.3125,6814183.5,-1058.544922,25.255657196,65000.0,1.0
33_9-17,12.249299049,1.7292021513,1.5253736973,119.87339783,0.4005130827,24.339107513,77.671463013,2.2679448128,-0.046999998,1084.8339844,438472.3125,6814183.5,-1058.696899,25.62660408,65000.0,1.0
33_9-17,12.194143295,1.6689721346,1.4225997925,119.75263977,0.4404224753,28.714637756,76.454666138,2.2560760975,-0.046999998,1084.9859619,438472.3125,6814183.5,-1058.848877,25.747360229,65000.0,1.0
33_9-17,12.08590126,1.632222414,1.3566874266,120.02028656,0.480225414,28.308534622,78.0521698,2.2631430626,-0.047450826,1085.1379395,438472.3125,6814183.5,-1059.000854,25.498121262,65000.0,1.0
33_9-17,12.08590126,1.60594666,1.315220952,122.70996857,0.5098949671,25.812419891,76.686843872,2.2554793358,-0.054000001,1085.2900391,438472.3125,6814183.5,-1059.152832,25.254594803,65000.0,1.0
33_9-17,12.08590126,1.5845906734,1.2812697887,124.60395813,0.4899780154,25.811676025,76.551094055,2.2325453758,-0.053580765,1085.4420166,438472.3125,6814183.5,-1059.30481,26.126373291,65000.0,1.0
33_9-17,12.08590126,1.5662894249,1.267600894,126.39990234,0.4800005853,31.640039444,71.375297546,2.2079014778,-0.046136171,1085.5939941,438472.3125,6814183.5,-1059.456787,26.74996376,65000.0,1.0
33_9-17,12.117102623,1.5425091982,1.2694940567,129.29096985,0.4600622654,30.160337448,67.82359314,2.1718127728,-0.031399656,1085.7459717,438472.3125,6814183.5,-1059.608765,26.75,65000.0,1.0
33_9-17,12.272562027,1.5091251135,1.2948629856,133.17904663,0.4500536919,24.514719009,63.243476868,2.1070492268,-0.020790886,1085.8979492,438472.3125,6814183.5,-1059.760742,26.874328613,65000.0,1.0
33_9-17,12.165019035,1.4728701115,1.3121542931,133.10084534,0.4698315561,18.005155563,63.559604645,2.0505769253,-0.017049264,1086.0499268,438472.3125,6814183.5,-1059.91272,26.875,65000.0,1.0
33_9-17,12.156285286,1.4478408098,1.2680777311,133.49572754,0.4699999988,17.891262054,64.242652893,2.0038001537,-0.018281812,1086.2020264,438472.3125,6814183.5,-1060.064819,26.998664856,65000.0,1.0
33_9-17,12.210149765,1.4384492636,1.2137498856,133.40136719,0.47986269,19.925834656,65.051345825,1.99176085,-0.024615282,1086.3540039,438472.3125,6814183.5,-1060.216675,26.876716614,65000.0,1.0
33_9-17,12.087901115,1.4408096075,1.202963233,135.95840454,0.4701600075,21.552352905,63.278999329,1.9549951553,-0.038916495,1086.5059814,438472.3125,6814183.5,-1060.368652,26.997999191,65000.0,1.0
33_9-17,12.17026329,1.4467942715,1.194167614,137.6676178,0.450380832,22.575040817,61.993198395,1.9432170391,-0.06019317,1086.657959,438472.3125,6814183.5,-1060.52063,26.264282227,65000.0,1.0
33_9-17,12.393573761,1.4508888721,1.1969361305,138.67868042,0.4695737064,25.882240295,58.849239349,1.9489699602,-0.0648546,1086.8099365,438472.3125,6814183.5,-1060.672607,26.25,65000.0,1.0
33_9-17,12.413728714,1.4438481331,1.2074477673,140.16464233,0.4602357149,31.948152542,56.736850739,1.9426555634,-0.061233245,1086.9620361,438472.3125,6814183.5,-1060.824707,26.616161346,65000.0,1.0
33_9-17,12.41409874,1.4271379709,1.2232743502,140.29734802,0.4794678688,30.557174683,55.774944305,1.933739543,-0.068155326,1087.1140137,438472.3125,6814183.5,-1060.976685,27.598392487,65000.0,1.0
33_9-17,12.277464867,1.4162694216,1.2424426079,140.44566345,0.4508665204,20.289463043,57.692230225,1.9121354818,-0.072884858,1087.2659912,438472.3125,6814183.5,-1061.128662,27.503610611,65000.0,1.0
33_9-17,12.16758728,1.4109050035,1.2412574291,140.59521484,0.4596808553,15.68708992,56.237369537,1.8916543722,-0.069154501,1087.4179688,438472.3125,6814183.5,-1061.28064,26.894947052,65000.0,1.0
33_9-17,12.17163372,1.411465764,1.2307692766,140.26196289,0.4600000083,15.403481483,59.175495148,1.874581337,-0.075046949,1087.5699463,438472.3125,6814183.5,-1061.432617,26.633548737,65000.0,1.0
33_9-17,12.247093201,1.4191368818,1.2044051886,139.9130249,0.4407445192,18.009523392,58.709606171,1.892677784,-0.077040873,1087.7220459,438472.3125,6814183.5,-1061.584595,26.384305954,65000.0,1.0
33_9-17,12.152415276,1.4309446812,1.1887044907,140.09210205,0.4303951263,19.490167618,63.640060425,1.9387351274,-0.078872852,1087.8740234,438472.3125,6814183.5,-1061.736572,26.735181808,65000.0,1.0
33_9-17,12.096027374,1.445125699,1.1933660507,140.29148865,0.449149251,21.133388519,60.133533478,1.9690365791,-0.071999997,1088.026001,438472.28125,6814183.5,-1061.88855,26.390951157,30000.0,1.0
33_9-17,12.332588196,1.4522116184,1.2170016766,141.15965271,0.4595517516,26.457164764,61.103061676,1.9664793015,-0.071884304,1088.1779785,438472.28125,6814183.5,-1062.040527,26.733190536,30000.0,1.0
33_9-17,12.41073513,1.4421359301,1.2356196642,141.58087158,0.4695215225,32.820987701,59.460227966,1.9603966475,-0.062852889,1088.3299561,438472.28125,6814183.5,-1062.192505,27.107057571,30000.0,1.0
33_9-17,12.369552612,1.4247859716,1.2366900444,141.78997803,0.4130084515,26.04429245,60.621688843,1.9415779114,-0.047984909,1088.4819336,438472.28125,6814183.5,-1062.344482,27.006267548,30000.0,1.0
33_9-17,12.219209671,1.4096245766,1.2301667929,141.61064148,0.4005315602,18.403461456,59.770290375,1.9192013741,-0.046044935,1088.6340332,438472.28125,6814183.5,-1062.49646,26.644933701,30000.0,1.0
33_9-17,12.100199699,1.4004269838,1.2150651217,141.69445801,0.3905545473,15.00323391,58.951263428,1.9033595324,-0.056000002,1088.7860107,438472.28125,6814183.5,-1062.648438,26.625,30000.0,1.0
33_9-17,12.218929291,1.3991858959,1.1993118525,141.41731262,0.4371144176,15.343367577,58.494041443,1.881958127,-0.056000002,1088.9379883,438472.28125,6814183.5,-1062.800415,26.625,30000.0,1.0
33_9-17,12.248579979,1.4017705917,1.1915432215,141.1182251,0.4775711894,19.426750183,58.028465271,1.8844571114,-0.061981536,1089.0899658,438472.28125,6814183.5,-1062.952393,26.74241066,30000.0,1.0
33_9-17,12.15480423,1.4047628641,1.185759306,141.66218567,0.4518907666,23.640142441,56.184612274,1.8936948776,-0.063989334,1089.2419434,438472.28125,6814183.5,-1063.10437,26.984243393,30000.0,1.0
33_9-17,12.090027809,1.4106791019,1.1942727566,144.22171021,0.4593397081,22.256629944,56.90895462,1.8982226849,-0.056067076,1089.394043,438472.28125,6814183.5,-1063.25647,27.583730698,30000.0,1.0
33_9-17,12.173290253,1.4151645899,1.2138127089,145.28507996,0.4227335751,19.418468475,58.13337326,1.8766992092,-0.05303194,1089.5460205,438472.28125,6814183.5,-1063.408447,27.275627136,30000.0,1.0
33_9-17,12.252227783,1.415420413,1.2318230867,146.23222351,0.4571464062,19.770370483,61.149837494,1.8642346859,-0.052013695,1089.697998,438472.28125,6814183.5,-1063.560425,26.553504944,30000.0,1.0
33_9-17,12.402586937,1.409230113,1.2410665751,145.7441864,0.4507365227,17.424114227,60.072280884,1.8600651026,-0.054952115,1089.8499756,438472.28125,6814183.5,-1063.712402,26.152620316,30000.0,1.0
33_9-17,12.334630966,1.4021285772,1.2256208658,143.76097107,0.4407590926,17.941652298,56.849990845,1.879945159,-0.056961991,1090.0019531,438472.28125,6814183.5,-1063.864258,26.471532822,30000.0,1.0
33_9-17,12.10501194,1.4028583765,1.206338644,141.94213867,0.4399999976,16.092914581,52.851848602,1.8842711449,-0.066787243,1090.1539307,438472.28125,6814183.5,-1064.016235,27.536231995,30000.0,1.0
33_9-17,12.006976128,1.4101206064,1.2022274733,140.60655212,0.4216244817,17.070709229,53.450077057,1.8943308592,-0.069927059,1090.3060303,438472.28125,6814183.5,-1064.168335,26.935918808,30000.0,1.0
33_9-17,12.007146835,1.4202299118,1.2016333342,140.59158325,0.4383303821,16.25598526,53.96087265,1.8875927925,-0.071946815,1090.4580078,438472.28125,6814183.5,-1064.320313,26.875,30000.0,1.0
33_9-17,12.01492691,1.4272563457,1.199316144,141.7865448,0.4582706094,17.356344223,56.483615875,1.8770338297,-0.057444356,1090.6099854,438472.28125,6814183.5,-1064.47229,26.532426834,30000.0,1.0
33_9-17,12.079659462,1.4239474535,1.1943616867,143.35664368,0.4600000083,20.784166336,54.49772644,1.8586959839,-0.051191423,1090.7619629,438472.28125,6814183.5,-1064.624268,26.841701508,30000.0,1.0
33_9-17,12.08590126,1.4160884619,1.1951714754,143.90866089,0.4781644344,22.145111084,54.93404007,1.8429225683,-0.045209602,1090.9139404,438472.28125,6814183.5,-1064.776245,26.647945404,30000.0,1.0
33_9-17,12.09296608,1.407995224,1.2062612772,144.35731506,0.416587621,19.477165222,54.348934174,1.8605237007,-0.046925563,1091.06604,438472.28125,6814183.5,-1064.928223,26.625,30000.0,1.0
33_9-17,12.234826088,1.3956979513,1.215165019,142.68461609,0.4099999964,15.421146393,57.102897644,1.8890454769,-0.046999998,1091.2180176,438472.28125,6814183.5,-1065.0802,27.189319611,30000.0,1.0
33_9-17,12.250000954,1.3834922314,1.2096959352,142.32003784,0.4190057516,15.36720562,59.094882965,1.866143465,-0.053702515,1091.3699951,438472.28125,6814183.5,-1065.232178,27.362571716,30000.0,1.0
33_9-17,12.193900108,1.3784518242,1.1864701509,142.12049866,0.4559040666,18.575689316,54.484699249,1.8301784992,-0.064507328,1091.5219727,438472.28125,6814183.5,-1065.384155,27.038398743,30000.0,1.0
33_9-17,12.173534393,1.3758181334,1.1570421457,142.36836243,0.4868578911,24.99215126,52.370788574,1.8163729906,-0.070713155,1091.6739502,438472.28125,6814183.5,-1065.536133,26.888092041,30000.0,1.0
33_9-17,12.171900749,1.3707429171,1.1523830891,142.48922729,0.454308331,26.330558777,49.064479828,1.8650790453,-0.065300614,1091.8259277,438472.28125,6814183.5,-1065.68811,26.540390015,30000.0,1.0
33_9-17,12.164957047,1.3631385565,1.1676851511,143.47816467,0.423301518,24.988348007,52.914756775,1.9006462097,-0.067840651,1091.9780273,438472.28125,6814183.5,-1065.84021,26.611244202,30000.0,1.0
33_9-17,12.302645683,1.3541622162,1.1679147482,143.66648865,0.3933905363,28.568593979,52.578193665,1.9092670679,-0.074612089,1092.1300049,438472.28125,6814183.5,-1065.992065,26.735872269,30000.0,1.0
33_9-17,12.403277397,1.3500000238,1.1585882902,143.74128723,0.3988463581,32.791881561,52.606967926,1.8925611973,-0.076883145,1092.2819824,438472.28125,6814183.5,-1066.144043,26.75,30000.0,1.0
33_9-17,12.352117538,1.3494670391,1.1505229473,143.88223267,0.4176334143,26.461154938,52.707698822,1.8445411921,-0.068546578,1092.43396,438472.28125,6814183.5,-1066.296021,26.639791489,30000.0,1.0
33_9-17,12.261320114,1.3447573185,1.1487206221,144.4271698,0.4287932217,18.128911972,54.120174408,1.8039306402,-0.066127472,1092.5859375,438472.28125,6814183.5,-1066.447998,26.844829559,30000.0,1.0
33_9-17,12.250000954,1.3378337622,1.1523714066,145.02575684,0.465082556,15.068630219,54.55921936,1.8056902885,-0.068801865,1092.7380371,438472.28125,6814183.5,-1066.600098,27.094266891,30000.0,1.0
33_9-17,12.250000954,1.3355250359,1.1432847977,141.5194397,0.4787410796,16.829492569,52.954849243,1.8457599878,-0.069930956,1092.8900146,438472.28125,6814183.5,-1066.752075,27.015737534,30000.0,1.0
33_9-17,12.250000954,1.3433134556,1.1330953836,141.04354858,0.4625650048,22.216672897,53.64503479,1.8761576414,-0.072785921,1093.0419922,438472.28125,6814183.5,-1066.904053,26.673093796,30000.0,1.0
33_9-17,12.216031075,1.3645521402,1.1331031322,141.09344482,0.4426240623,29.171627045,53.42830658,1.8837964535,-0.077628218,1093.1939697,438472.28125,6814183.5,-1067.05603,26.625,30000.0,1.0
33_9-17,12.285410881,1.3904098272,1.1496756077,141.87916565,0.4486643374,32.666919708,55.189056396,1.8946238756,-0.074306697,1093.3459473,438472.28125,6814183.5,-1067.208008,27.058218002,30000.0,1.0
33_9-17,12.384544373,1.4050863981,1.1800042391,142.77703857,0.4759046435,29.136611938,55.333824158,1.9093250036,-0.062947154,1093.4979248,438472.28125,6814183.5,-1067.359863,27.125,30000.0,1.0
33_9-17,12.270610809,1.4033941031,1.2206532955,142.72790527,0.4627775848,21.965457916,56.71182251,1.9144999981,-0.057409607,1093.6500244,438472.28125,6814183.5,-1067.511963,27.125,30000.0,1.0
33_9-17,12.162810326,1.3908544779,1.2397159338,142.52838135,0.4342546761,16.776334763,59.646167755,1.9062466621,-0.057,1093.802002,438472.28125,6814183.5,-1067.66394,27.554088593,30000.0,1.0
33_9-17,12.094913483,1.3728710413,1.2190499306,141.81590271,0.4385580719,15.325091362,59.318180084,1.8942736387,-0.056087233,1093.9539795,438472.28125,6814183.5,-1067.815918,27.411048889,30000.0,1.0
33_9-17,12.08590126,1.3640084267,1.1779296398,140.67669678,0.4229426384,16.134878159,60.919845581,1.8931823969,-0.056910444,1094.105957,438472.28125,6814183.5,-1067.967896,26.628740311,30000.0,1.0
33_9-17,12.08590126,1.3745291233,1.1382457018,140.54252625,0.437009871,19.498781204,59.384864807,1.8965318203,-0.057,1094.2579346,438472.28125,6814183.5,-1068.119873,27.350494385,30000.0,1.0
33_9-17,12.08590126,1.3904854059,1.1217207909,140.59237671,0.4315244257,24.658496857,58.347415924,1.8921841383,-0.057905126,1094.4100342,438472.28125,6814183.5,-1068.271851,27.711889267,30000.0,1.0
33_9-17,12.08590126,1.3989849091,1.1472682953,141.02259827,0.4891625643,25.827659607,56.396339417,1.8894405365,-0.053489253,1094.5620117,438472.28125,6814183.5,-1068.423828,28.066942215,30000.0,1.0
33_9-17,12.08590126,1.4010000229,1.1831510067,141.43716431,0.5084292293,24.982383728,57.168834686,1.8819351196,-0.044001859,1094.7139893,438472.28125,6814183.5,-1068.575806,28.019634247,30000.0,1.0
33_9-17,12.118743896,1.3985455036,1.199903965,141.83599854,0.5099999905,20.692277908,57.821289063,1.8821960688,-0.039412644,1094.8659668,438472.25,6814183.5,-1068.727783,27.580003738,30000.0,1.0
33_9-17,12.118466377,1.3911175728,1.2002410889,141.56495667,0.4597434402,17.290130615,57.147174835,1.8992521763,-0.040789001,1095.0179443,438472.25,6814183.5,-1068.879761,27.395298004,30000.0,1.0
33_9-17,12.195410728,1.3816295862,1.1940572262,140.66531372,0.4416531622,15.483825684,54.887248993,1.9161888361,-0.041000001,1095.1700439,438472.25,6814183.5,-1069.03186,27.16632843,30000.0,1.0
33_9-17,12.243443489,1.3794146776,1.180249095,139.33479309,0.4316770434,16.753931046,55.769260406,1.9247260094,-0.047224302,1095.3220215,438472.25,6814183.5,-1069.183838,26.812889099,30000.0,1.0
33_9-17,12.217572212,1.3949679136,1.161527276,138.93412781,0.4300000072,20.794351578,60.929748535,1.900769949,-0.053321578,1095.473999,438472.25,6814183.5,-1069.335815,27.786716461,65000.0,1.0
33_9-17,12.185098648,1.422373414,1.1515841484,138.73460388,0.4134603739,24.404197693,64.418441772,1.8833607435,-0.055767931,1095.6259766,438472.25,6814183.5,-1069.487793,27.689882278,65000.0,1.0
33_9-17,12.134623528,1.4441248178,1.1550619602,139.07081604,0.4099999964,22.424840927,65.246520996,1.8968693018,-0.052473541,1095.7779541,438472.25,6814183.5,-1069.639648,27.934024811,65000.0,1.0
33_9-17,12.227708817,1.4571954012,1.1653026342,139.51976013,0.4182166457,20.411874771,64.490837097,1.9278258085,-0.050242692,1095.9299316,438472.25,6814183.5,-1069.791626,28.0,65000.0,1.0
33_9-17,12.34595871,1.4658180475,1.1881783009,139.43624878,0.4118124545,19.709945679,66.615249634,1.973263979,-0.057010408,1096.0820313,438472.25,6814183.5,-1069.943726,27.795310974,65000.0,1.0
33_9-17,12.405486107,1.4704009295,1.2274134159,137.60401917,0.4018364847,20.211668015,70.135299683,2.0269811153,-0.062366728,1096.2340088,438472.25,6814183.5,-1070.095703,27.75,65000.0,1.0
33_9-17,12.41409874,1.4720000029,1.2689579725,133.86488342,0.400000006,18.792924881,75.286445618,2.0930650234,-0.05690309,1096.3859863,438472.25,6814183.5,-1070.247681,28.055042267,65000.0,1.0
33_9-17,12.28100872,1.4715378284,1.2839993238,130.82910156,0.3918896019,17.651954651,76.008361816,2.1546432972,-0.061208211,1096.5379639,438472.25,6814183.5,-1070.399658,28.63189888,65000.0,1.0
33_9-17,12.250000954,1.4696217775,1.2325630188,129.12727356,0.3899999857,18.845420837,75.482559204,2.1858150959,-0.061999999,1096.6899414,438472.25,6814183.5,-1070.551636,28.345609665,65000.0,1.0
33_9-17,12.205918312,1.4606912136,1.1981606483,127.68147278,0.3819411993,21.311943054,73.561767578,2.1499640942,-0.061999999,1096.842041,438472.25,6814183.5,-1070.703613,28.350734711,65000.0,1.0
33_9-17,12.107401848,1.4383767843,1.1859098673,129.81039429,0.3960693777,24.613731384,70.915466309,2.0916705132,-0.061139643,1096.9940186,438472.25,6814183.5,-1070.855591,27.973266602,65000.0,1.0
33_9-17,12.08590126,1.4080038071,1.1738727093,133.04187012,0.400000006,25.972221375,66.672363281,2.0498585701,-0.06271483,1097.1459961,438472.25,6814183.5,-1071.007568,28.475427628,65000.0,1.0
33_9-17,12.260537148,1.382024169,1.1595671177,134.97705078,0.400000006,28.446733475,63.006347656,2.0273149014,-0.053594507,1097.2979736,438472.25,6814183.5,-1071.159546,28.625,65000.0,1.0
33_9-17,12.391700745,1.3674305677,1.1476135254,135.93621826,0.3840948045,28.89458847,59.35508728,2.008548975,-0.056263942,1097.4499512,438472.25,6814183.5,-1071.311523,29.122037888,30000.0,1.0
33_9-17,12.395470619,1.3612260818,1.1481542587,136.81355286,0.4117135704,28.698431015,58.04870224,1.9978815317,-0.059549551,1097.6019287,438472.25,6814183.5,-1071.463501,29.25,30000.0,1.0
33_9-17,12.27953434,1.3572365046,1.1541137695,136.8420105,0.4278995097,24.842359543,57.980319977,1.9965740442,-0.058305051,1097.7540283,438472.25,6814183.5,-1071.615601,29.052513123,30000.0,1.0
33_9-17,12.237715721,1.3532472849,1.1646353006,136.72125244,0.4221247435,21.872196198,61.4700737,1.999298811,-0.053777292,1097.9060059,438472.25,6814183.5,-1071.767456,28.507797241,30000.0,1.0
33_9-17,12.265002251,1.3483866453,1.1736910343,134.58146667,0.4121536016,19.627309799,64.343345642,2.0075325966,-0.063105918,1098.0579834,438472.25,6814183.5,-1071.919434,28.571159363,30000.0,1.0
33_9-17,12.334568024,1.3467314243,1.172840476,134.03910828,0.4178220928,21.661304474,66.292755127,2.0254006386,-0.072553083,1098.2099609,438472.25,6814183.5,-1072.071411,29.016105652,30000.0,1.0
33_9-17,12.241949081,1.3584731817,1.1591631174,134.088974,0.427793324,25.489284515,64.471313477,2.0308909416,-0.075673692,1098.3619385,438472.25,6814183.5,-1072.223389,29.319831848,65000.0,1.0
33_9-17,12.04099369,1.3923999071,1.1642789841,134.95458984,0.4300000072,32.055400848,66.053062439,2.0306560993,-0.072664313,1098.5140381,438472.25,6814183.5,-1072.375488,29.375,65000.0,1.0
33_9-17,12.149403572,1.4358848333,1.1803452969,135.04519653,0.4300000072,30.022212982,66.493995667,2.0400204659,-0.071168467,1098.6660156,438472.25,6814183.5,-1072.527466,29.665258408,65000.0,1.0
33_9-17,12.364121437,1.4602268934,1.1921701431,135.23147583,0.4068525136,28.205692291,69.475608826,2.0826909542,-0.059399437,1098.8179932,438472.25,6814183.5,-1072.679443,29.171312332,65000.0,1.0
33_9-17,12.311857224,1.4639000893,1.2056552172,135.5308075,0.400000006,23.214632034,69.269088745,2.1361207962,-0.05286891,1098.9699707,438472.25,6814183.5,-1072.831421,28.903833389,65000.0,1.0
33_9-17,12.257287979,1.4547393322,1.2242524624,133.91378784,0.3923354149,21.924982071,68.314750671,2.1675314903,-0.048706792,1099.1219482,438472.25,6814183.5,-1072.983276,28.587579727,65000.0,1.0
33_9-17,12.250000954,1.4422681332,1.2543416023,131.18435669,0.4129203856,21.527238846,67.933998108,2.1763560772,-0.054567233,1099.2739258,438472.25,6814183.5,-1073.135254,28.595500946,65000.0,1.0
33_9-17,12.273749352,1.4374120235,1.2714859247,128.97770691,0.4123885334,24.149438858,66.685707092,2.1591846943,-0.056000002,1099.4260254,438472.25,6814183.5,-1073.287354,29.005573273,65000.0,1.0
