DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,RMIC,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
976.88071456,,,,17.5,11.959848404,17.300291061,2.3865323067,2.1595385075,,,,,,86.024230957,,,976.8807373,488388.96875,6853523.5,-951.8220825
977.03271456,,,,17.5,12.055956841,17.375322342,2.3399288654,2.1058928967,,,,,,89.020866394,,,977.03271484,488388.96875,6853523.5,-951.9740601
977.18471456,,,,17.5,12.079099655,17.885910034,2.3410625458,2.0696175098,,,,,,88.093170166,,,977.18469238,488388.96875,6853523.5,-952.1260376
977.33671456,,,,17.5,12.079099655,17.510320663,2.3823227882,1.9950422049,,,,,,86.885650635,,,977.33673096,488388.96875,6853523.5,-952.2780151
977.48871456,,,,17.5,12.079099655,17.777097702,2.4070115089,2.0143334866,,,,,,87.161369324,,,977.4887085,488388.96875,6853523.5,-952.4299927
977.64071456,,,,17.5,12.079099655,18.289367676,2.403907299,2.0596468449,,,,,,89.183082581,,,977.64068604,488388.96875,6853523.5,-952.5819702
977.79271456,,,,17.5,12.079099655,17.431489944,2.3729705811,2.0343651772,,,,,,89.004020691,,,977.79272461,488388.96875,6853523.5,-952.7339478
977.94471456,,,,17.5,12.079099655,15.545084953,2.346927166,2.1089472771,,,,,,88.927825928,,,977.94470215,488388.96875,6853523.5,-952.8859253
978.09671456,,,,17.5,12.104143143,14.353270531,2.3649845123,2.2455084324,,,,,,94.035568237,,,978.09674072,488388.96875,6853523.5,-953.0379028
978.24871456,,,,17.5,12.143403053,14.647000313,2.3807675838,2.3383028507,,,,,,91.8332901,,,978.24871826,488388.96875,6853523.5,-953.1898193
978.40071456,,,,17.5,12.1827631,15.557922363,2.3721027374,2.3285505772,,,,,,91.551391602,,,978.4006958,488388.96875,6853523.5,-953.3417969
978.55271456,,,,17.5,12.222096443,15.643572807,2.3978083134,2.2532918453,,,,,,97.121086121,,,978.55273438,488388.96875,6853523.5,-953.4938354
978.70471456,,,,17.5,12.261393547,15.670728683,2.3636929989,2.1043233871,,,,,,98.608795166,,,978.70471191,488388.96875,6853523.5,-953.645752
978.85671456,,,,17.5,12.300690651,15.241827011,2.3208465576,2.0232465267,,,,,,100.30934143,,,978.85668945,488388.96875,6853523.5,-953.7977295
979.00871456,,,,17.5,12.329359055,13.857275963,2.3138377666,2.0636234283,,,,,,97.925361633,,,979.00872803,488388.96875,6853523.5,-953.949707
979.16071456,,,,17.5,12.337800026,12.661987305,2.326741457,2.0776629448,,,,,,93.500846863,,,979.16070557,488388.96875,6853523.5,-954.1016846
979.31271456,,,,17.5,12.337800026,12.509601593,2.3035027981,2.0811774731,,,,,,90.193092346,,,979.31274414,488388.96875,6853523.5,-954.2536621
979.46471456,,,,17.5,12.337800026,13.549537659,2.276856184,2.1001727581,,,,,,88.694023132,,,979.46472168,488388.9375,6853523.5,-954.4056396
979.61671456,,,,17.5,12.337800026,15.112961769,2.2633759975,2.1307935715,,,,,,92.321525574,,,979.61669922,488388.9375,6853523.5,-954.5576172
979.76871456,,,,17.5,12.337800026,16.94439888,2.2531964779,2.069119215,,,,,,92.644638062,,,979.76873779,488388.9375,6853523.5,-954.7095947
979.92071456,,,,17.5,12.337800026,17.503477097,2.2369697094,1.9719320536,,,,,,89.056488037,,,979.92071533,488388.9375,6853523.5,-954.8615723
980.07271456,,,,17.5,12.444309235,16.436120987,2.2155108452,1.934284687,,,,,,91.053771973,,,980.07269287,488388.9375,6853523.5,-955.0135498
980.22471456,,,,17.5,12.6357584,15.620855331,2.1967093945,1.9134231806,,,,,,101.278862,,,980.22473145,488388.9375,6853523.5,-955.1655273
980.37671456,,,,17.5,12.837388039,15.098917007,2.1793358326,1.8750734329,,,,,,98.439910889,,,980.37670898,488388.9375,6853523.5,-955.3174438
980.52871456,,,,17.5,13.03899765,14.93326664,2.1649780273,1.8552117348,,,,,,87.756484985,,,980.52868652,488388.9375,6853523.5,-955.4694214
980.68071456,,,,17.5,13.240567207,15.423703194,2.1591110229,1.8262273073,,,,,,90.537536621,,,980.6807251,488388.9375,6853523.5,-955.62146
980.83271456,,,,17.5,13.442136765,15.895368576,2.1412656307,1.7842173576,,,,,,98.482513428,,,980.83270264,488388.9375,6853523.5,-955.7734375
980.98471456,,,,17.5,13.606643677,15.827670097,2.1104927063,1.7619349957,,,,,,99.541511536,,,980.98474121,488388.9375,6853523.5,-955.925415
981.13671456,,,,17.5,13.663999557,16.033109665,2.0958373547,1.7357522249,,,,,,100.67282867,,,981.13671875,488388.9375,6853523.5,-956.0773315
981.28871456,,,,17.5,13.663999557,17.472579956,2.089849472,1.6953560114,,,,,,106.51746368,,,981.28869629,488388.9375,6853523.5,-956.2293091
981.44071456,,,,17.5,13.663999557,18.070798874,2.0923295021,1.6912562847,,,,,,101.24858093,,,981.44073486,488388.9375,6853523.5,-956.3812866
981.59271456,,,,17.5,13.663999557,17.936162949,2.105702877,1.7623579502,,,,,,86.585197449,,,981.5927124,488388.9375,6853523.5,-956.5332642
981.74471456,,,,17.5,13.663999557,18.775827408,2.1352779865,1.8560432196,,,,,,75.31993103,,,981.74468994,488388.9375,6853523.5,-956.6852417
981.89671456,,,,17.5,13.663999557,19.417896271,2.1923828125,1.891156435,,,,,,77.197769165,,,981.89672852,488388.9375,6853523.5,-956.8372192
982.04871456,,,,17.5,14.077999115,19.566034317,2.2432305813,1.9194967747,,,,,,84.341903687,,,982.04870605,488388.9375,6853523.5,-956.9891968
982.20071456,,,,17.5,14.940580368,20.398303986,2.2611527443,1.9228494167,,,,,,88.471694946,,,982.20074463,488388.9375,6853523.5,-957.1411743
982.35271456,,,,17.5,15.907392502,20.777397156,2.2668032646,1.9035946131,,,,,,94.05670929,,,982.35272217,488388.9375,6853523.5,-957.2931519
982.50471456,,,,17.5,16.874193192,20.583602905,2.2800011635,1.9269045591,,,,,,94.507980347,,,982.50469971,488388.9375,6853523.5,-957.4451294
982.65671456,,,,17.5,17.841003418,20.694086075,2.2784609795,1.8944826126,,,,,,94.558273315,,,982.65673828,488388.9375,6853523.5,-957.5971069
982.80871456,,,,17.5,18.807859421,21.642908096,2.2723901272,1.8331931829,,,,,,100.87140656,,,982.80871582,488388.9375,6853523.5,-957.7490845
982.96071456,,,,17.5,19.673360825,23.046937943,2.2850701809,1.7670577765,,,,,,97.3463974,,,982.96069336,488388.9375,6853523.5,-957.901062
983.11271456,,,,17.5,20.024599075,24.944580078,2.2955019474,1.7621523142,,,,,,87.932670593,,,983.11273193,488388.9375,6853523.5,-958.0530396
983.26471456,,,,17.5,20.024599075,26.143541336,2.2928361893,1.8210884333,,,,,,82.813812256,,,983.26470947,488388.9375,6853523.5,-958.2050171
983.41671456,,,,17.5,20.024599075,24.955415726,2.3002672195,1.870562911,,,,,,83.650039673,,,983.41668701,488388.9375,6853523.5,-958.3569336
983.56871456,,,,17.5,20.024599075,23.214590073,2.3136239052,1.8749848604,,,,,,91.01084137,,,983.56872559,488388.9375,6853523.5,-958.5089111
983.72071456,,,,17.5,20.024599075,23.875514984,2.3100354671,1.8892588615,,,,,,94.678573608,,,983.72070313,488388.9375,6853523.5,-958.6608887
983.87271456,,,,17.5,20.024599075,24.926107407,2.3204290867,1.8655014038,,,,,,94.674865723,,,983.8727417,488388.9375,6853523.5,-958.8129272
984.02471456,,,,17.5,20.120182037,25.442453384,2.3348999023,1.822259903,,,,,,96.548545837,,,984.02471924,488388.9375,6853523.5,-958.9648438
984.17671456,,,,17.5,20.3549366,25.357448578,2.3520948887,1.8350397348,,,,,,99.508888245,,,984.17669678,488388.9375,6853523.5,-959.1168213
984.32871456,,,,17.5,20.639089584,25.358171463,2.3748805523,1.8443510532,,,,,,101.54672241,,,984.32873535,488388.9375,6853523.5,-959.2687988
984.48071456,,,,17.5,20.923242569,26.458385468,2.3769040108,1.8077853918,,,,,,96.928367615,,,984.48071289,488388.90625,6853523.5,-959.4207764
984.63271456,,,,17.5,21.207393646,26.421075821,2.3393537998,1.6571907997,,,,,,92.530944824,,,984.63269043,488388.90625,6853523.5,-959.5727539
984.78471456,,,,17.5,21.491546631,25.592796326,2.2888524532,1.5753474236,,,,,,92.994041443,,,984.784729,488388.90625,6853523.5,-959.7247314
984.93671456,,,,17.5,21.765991211,25.472101212,2.2736272812,1.6462968588,,,,,,91.433380127,,,984.93670654,488388.90625,6853523.5,-959.876709
985.08871456,,,,17.5,21.8939991,27.449378967,2.2973177433,1.700745225,,,,,,93.089012146,,,985.08868408,488388.90625,6853523.5,-960.0286255
985.24071456,,,,17.5,21.8939991,29.684619904,2.3197391033,1.7122542858,,,,,,95.737434387,,,985.24072266,488388.90625,6853523.5,-960.180542
985.39271456,,,,17.5,21.8939991,30.353157043,2.2980430126,1.6943436861,,,,,,92.299423218,,,985.3927002,488388.90625,6853523.5,-960.3323975
985.54471456,,,,17.5,21.8939991,31.325250626,2.2743999958,1.8172886372,,,,,,92.485435486,,,985.54473877,488388.90625,6853523.5,-960.484314
985.69671456,,,,17.5,21.8939991,31.103002548,2.2718689442,1.9820605516,,,,,,93.600387573,,,985.69671631,488388.90625,6853523.5,-960.6361694
985.84871456,,,,17.5,21.8939991,29.457765579,2.2668318748,1.8826993704,,,,,,95.098167419,,,985.84869385,488388.90625,6853523.5,-960.7880859
986.00071456,,,,17.5,21.966007233,28.737665176,2.264300108,1.7563999891,,,,,,98.298225403,,,986.00073242,488388.9375,6853523.5,-960.9400024
986.15271456,,,,17.5,22.179965973,28.266729355,2.3094394207,1.8089630604,,,,,,95.714736938,,,986.15270996,488388.9375,6853523.5,-961.0918579
986.30471456,,,,17.5,22.464567184,28.05169487,2.358963728,1.861899972,,,,,,93.87978363,,,986.3046875,488388.9375,6853523.5,-961.2437134
986.45671456,,,,17.5,22.749166489,28.544870377,2.3862178326,1.9672855139,,,,,,96.274253845,,,986.45672607,488388.9375,6853523.5,-961.3956299
986.60871456,,,,17.5,23.033819199,28.055084229,2.4024009705,2.0686893463,,,,,,93.530029297,,,986.60870361,488388.9375,6853523.5,-961.5475464
986.76071456,,,,17.5,23.31842041,26.076129913,2.3863081932,2.0621800423,,,,,,87.405593872,,,986.76074219,488388.9375,6853523.5,-961.6994629
986.91271456,,,,17.5,23.603019714,23.693655014,2.3760511875,2.0337576866,,,,,,91.242156982,,,986.91271973,488388.9375,6853523.5,-961.8513184
987.06471456,,,,17.5,23.757959366,21.469297409,2.3697164059,1.9941600561,,,,,,93.441947937,,,987.06469727,488388.9375,6853523.5,-962.0031738
987.21671456,,,,17.5,23.766500473,20.364294052,2.3380618095,1.9665185213,,,,,,89.189811707,,,987.21673584,488388.9375,6853523.5,-962.1550903
987.36871456,,,,17.5,23.766500473,21.453931808,2.3196499348,1.9426809549,,,,,,91.170021057,,,987.36871338,488388.9375,6853523.5,-962.3070068
987.52071456,,,,17.5,23.766500473,23.450677872,2.3499515057,1.9651795626,,,,,,93.298278809,,,987.52069092,488388.9375,6853523.5,-962.4588623
987.67271456,,,,17.5,23.766500473,25.723516464,2.3684811592,2.01065588,,,,,,94.528137207,,,987.67272949,488388.9375,6853523.5,-962.6107788
987.82471456,,,,17.5,23.766500473,27.524053574,2.3718206882,2.056289196,,,,,,94.629814148,,,987.82470703,488388.9375,6853523.5,-962.7626343
987.97671456,,,,17.5,23.718904495,26.791589737,2.3903491497,2.069729805,,,,,,95.527481079,,,987.97668457,488388.9375,6853523.5,-962.9145508
988.12871456,,,,17.5,23.540052414,24.826725006,2.4067847729,2.0787632465,,,,,,98.626617432,,,988.12872314,488388.9375,6853523.5,-963.0664673
988.28071456,,,,17.5,23.272556305,24.963531494,2.3956491947,2.1389255524,,,,,,97.888534546,,,988.28070068,488388.9375,6853523.5,-963.2183228
988.43271456,,,,17.5,23.00510788,27.911245346,2.3908743858,2.1432409286,,,,,,97.150497437,,,988.43273926,488388.9375,6853523.5,-963.3702393
988.58471456,,,,17.5,22.737665176,31.539213181,2.4086034298,2.1008229256,,,,,,96.412460327,,,988.5847168,488388.9375,6853523.5,-963.5221558
988.73671456,,,,17.5,22.470214844,32.173343658,2.4075036049,2.0882151127,,,,,,95.674385071,,,988.73669434,488388.9375,6853523.5,-963.6740112
988.88871456,,,,17.5,22.202774048,28.623847961,2.3955900669,2.0655908585,,,,,,92.41545105,,,988.88873291,488388.9375,6853523.5,-963.8259277
989.04071456,,,,17.5,22.033714294,25.821306229,2.3864891529,2.0400006771,,,,,,86.100601196,,,989.04071045,488388.9375,6853523.5,-963.9777832
989.19271456,,,,17.5,22.006900787,26.262676239,2.3728766441,2.0496604443,,,,,,82.601295471,,,989.19268799,488388.9375,6853523.5,-964.1296997
989.34471456,,,,17.5,22.006900787,27.140893936,2.3603320122,2.0732085705,,,,,,84.727371216,,,989.34472656,488388.9375,6853523.5,-964.2815552
989.49671456,,,,17.5,22.006900787,26.670980453,2.3434202671,2.0437383652,,,,,,85.350166321,,,989.4967041,488388.9375,6853523.5,-964.4334717
989.64871456,,,,17.5,22.006900787,25.042217255,2.2995531559,1.9636851549,,,,,,79.638916016,,,989.64874268,488388.9375,6853523.5,-964.5853882
989.80071456,,,,17.5,22.006900787,23.109319687,2.2659800053,1.9411871433,,,,,,76.777999878,,,989.80072021,488388.9375,6853523.5,-964.7372437
989.95271456,,,,17.5,22.035446167,22.156023026,2.2408649921,1.9128783941,,,,,,85.081672668,,,989.95269775,488388.9375,6853523.5,-964.8890991
990.10471456,,,,17.5,22.183296204,22.154979706,2.2262554169,1.8724405766,,,,,,95.900367737,,,990.10473633,488388.9375,6853523.5,-965.0410156
990.25671456,,,,17.5,22.439376831,23.053287506,2.2624971867,1.893743515,,,,,,95.065437317,,,990.25671387,488388.9375,6853523.5,-965.1929321
990.40871456,,,,17.5,22.695446014,25.71628952,2.31793046,1.9600782394,,,,,,85.934883118,,,990.40869141,488388.9375,6853523.5,-965.3448486
990.56071456,,,,17.5,22.951530457,29.395349503,2.3563842773,2.02821064,,,,,,79.437194824,,,990.56072998,488388.9375,6853523.5,-965.4967041
990.71271456,,,,17.5,23.207597733,30.741977692,2.383651495,2.0627229214,,,,,,79.837905884,,,990.71270752,488388.9375,6853523.5,-965.6485596
990.86471456,,,,17.5,23.463684082,29.40112114,2.4049668312,2.0606598854,,,,,,81.234359741,,,990.86468506,488388.9375,6853523.5,-965.8004761
991.01671456,,,,17.5,23.645786285,28.709381104,2.3969113827,2.1275596619,,,,,,80.863746643,,,991.01672363,488388.9375,6853523.5,-965.9523926
991.16871456,,,,17.5,23.6916008,29.963407516,2.3831589222,2.1897022724,,,,,,81.174743652,,,991.16870117,488388.9375,6853523.5,-966.104248
991.32071456,,,,17.5,23.6916008,32.224357605,2.3722581863,2.2051947117,,,,,,83.149238586,,,991.32073975,488388.9375,6853523.5,-966.2561646
991.47271456,,,,17.5,23.6916008,30.633167267,2.3404631615,2.205842495,,,,,,80.375198364,,,991.47271729,488388.9375,6853523.5,-966.40802
991.62471456,,,,17.5,23.6916008,26.883781433,2.3106813431,2.2092015743,,,,,,81.808425903,,,991.62469482,488388.9375,6853523.5,-966.5599365
991.77671456,,,,17.5,23.6916008,26.169576645,2.2904682159,2.1713912487,,,,,,83.717185974,,,991.7767334,488388.9375,6853523.5,-966.711853
991.92871456,,,,17.5,23.697378159,25.073637009,2.287150383,2.1496660709,,,,,,81.506530762,,,991.92871094,488388.9375,6853523.5,-966.8637085
992.08071456,,,,17.5,23.748882294,23.266849518,2.3017747402,2.1418917179,,,,,,86.999313354,,,992.08068848,488388.9375,6853523.5,-967.015625
992.23271456,,,,17.5,23.85669899,22.251667023,2.2995800972,2.143876791,,,,,,94.254135132,,,992.23272705,488388.9375,6853523.5,-967.1674805
992.38471456,,,,17.5,23.964513779,22.50881958,2.3245120049,2.1568853855,,,,,,90.124488831,,,992.38470459,488388.9375,6853523.5,-967.319397
992.53671456,,,,17.5,24.072368622,24.402759552,2.3363509178,2.168569088,,,,,,83.978561401,,,992.53674316,488388.9375,6853523.5,-967.4713135
992.68871456,,,,17.5,24.180246353,27.498207092,2.3234584332,2.1160821915,,,,,,86.903717041,,,992.6887207,488388.9375,6853523.5,-967.6231689
992.84071456,,,,17.5,24.288063049,28.709627151,2.315723896,2.0783388615,,,,,,90.294441223,,,992.84069824,488388.9375,6853523.5,-967.7750854
992.99271456,,,,17.5,24.372394562,27.035991669,2.2818603516,2.1066017151,,,,,,84.145027161,,,992.99273682,488388.9375,6853523.5,-967.9269409
993.14471456,,,,17.5,24.401100159,25.675886154,2.2676587105,2.1361112595,,,,,,83.612442017,,,993.14471436,488388.9375,6853523.5,-968.0788574
993.29671456,,,,17.5,24.401100159,25.397314072,2.2444124222,2.1283252239,,,,,,81.024749756,,,993.29669189,488388.9375,6853523.5,-968.2307739
993.44871456,,,,17.5,24.401100159,25.231466293,2.2406425476,2.0889234543,,,,,,77.784034729,,,993.44873047,488388.9375,6853523.5,-968.3826294
993.60071456,,,,17.5,24.401100159,25.135135651,2.2423260212,2.1042273045,,,,,,82.645736694,,,993.60070801,488388.9375,6853523.5,-968.5344849
993.75271456,,,,17.5,24.401100159,24.744060516,2.2492835522,2.0972976685,,,,,,87.357521057,,,993.75268555,488388.9375,6853523.5,-968.6864014
993.90471456,,,,17.5,24.401100159,24.349155426,2.2615728378,2.0724027157,,,,,,91.629844666,,,993.90472412,488388.9375,6853523.5,-968.8383179
994.05671456,,,,17.5,24.249282837,23.94943428,2.2605061531,2.0357084274,,,,,,90.570663452,,,994.05670166,488388.9375,6853523.5,-968.9901733
994.20871456,,,,17.5,23.832164764,24.646909714,2.2525115013,2.0557563305,,,,,,84.636688232,,,994.20874023,488388.9375,6853523.5,-969.1420898
994.36071456,,,,17.5,23.417818069,25.832979202,2.2374737263,2.0551316738,,,,,,77.139038086,,,994.36071777,488388.9375,6853523.5,-969.2939453
994.51271456,,,,17.5,23.003444672,25.86920166,2.2715733051,1.9978532791,,,,,,74.85459137,,,994.51269531,488388.9375,6853523.5,-969.4458618
994.66471456,,,,17.5,22.589134216,25.557039261,2.3334922791,2.0771174431,,,,,,76.320022583,,,994.66473389,488388.9375,6853523.5,-969.5977783
994.81671456,,,,17.5,22.174789429,25.581230164,2.3002521992,2.2000267506,,,,,,80.916625977,,,994.81671143,488388.96875,6853523.5,-969.7496338
994.96871456,,,,17.5,21.824890137,24.730518341,2.2851908207,2.2068831921,,,,,,85.484558105,,,994.96868896,488388.96875,6853523.5,-969.9015503
995.12071456,,,,17.5,21.675100327,24.144701004,2.2861065865,2.1822214127,,,,,,84.650047302,,,995.12072754,488388.96875,6853523.5,-970.0534058
995.27271456,,,,17.5,21.675100327,25.7231884,2.321400404,2.1176359653,,,,,,85.518936157,,,995.27270508,488388.96875,6853523.5,-970.2053223
995.42471456,,,,17.5,21.675100327,28.14405632,2.3574373722,2.0998215675,,,,,,86.563430786,,,995.42474365,488388.96875,6853523.5,-970.3572388
995.57671456,,,,17.5,21.675100327,30.135437012,2.3870427608,2.1440472603,,,,,,83.255569458,,,995.57672119,488388.96875,6853523.5,-970.5090942
995.72871456,,,,17.5,21.675100327,29.748409271,2.3983352184,2.2161560059,,,,,,78.151611328,,,995.72869873,488388.96875,6853523.0,-970.6610107
995.88071456,,,,17.5,21.675100327,27.806087494,2.3979759216,2.2647669315,,,,,,78.026649475,,,995.8807373,488388.96875,6853523.0,-970.8128662
996.03271456,,,,17.5,22.251213074,26.821651459,2.4037239552,2.346408844,,,,,,82.186645508,,,996.03271484,488388.96875,6853523.0,-970.9647827
996.18471456,,,,17.5,24.078372955,27.705904007,2.4104864597,2.3772182465,,,,,,90.032623291,,,996.18469238,488388.96875,6853523.0,-971.1166992
996.33671456,,,,17.5,26.05616951,31.138858795,2.4255228043,2.3588945866,,,,,,91.3959198,,,996.33673096,488388.96875,6853523.0,-971.2685547
996.48871456,,,,17.5,28.033966064,32.844902039,2.4388842583,2.3440010548,,,,,,83.860992432,,,996.4887085,488388.96875,6853523.0,-971.4204102
996.64071456,,,,17.5,30.011760712,33.131847382,2.4599366188,2.3836739063,,,,,,81.302970886,,,996.64068604,488388.96875,6853523.0,-971.5723267
996.79271456,,,,17.5,31.989522934,33.791130066,2.4927015305,2.4178879261,,,,,,80.200691223,,,996.79272461,488388.96875,6853523.0,-971.7242432
996.94471456,,,,17.5,33.766090393,33.572223663,2.5369591713,2.4050214291,,,,,,75.648803711,,,996.94470215,488388.96875,6853523.0,-971.8761597
997.09671456,,,,17.5,34.686798096,31.916284561,2.551043272,2.4046895504,,,,,,73.351890564,,,997.09674072,488388.96875,6853523.0,-972.0280151
997.24871456,,,,17.5,34.686798096,29.701826096,2.5285105705,2.3694002628,,,,,,77.820068359,,,997.24871826,488388.96875,6853523.0,-972.1798706
997.40071456,,,,17.5,34.686798096,29.683868408,2.4526815414,2.3455817699,,,,,,77.281829834,,,997.4006958,488388.96875,6853523.0,-972.3317871
997.55271456,,,,17.5,34.686798096,29.916269302,2.4071104527,2.3150033951,,,,,,80.613632202,,,997.55273438,488388.96875,6853523.0,-972.4837036
997.70471456,,,,17.5,34.686798096,25.523893356,2.4037249088,2.3048086166,,,,,,82.811256409,,,997.70471191,488388.96875,6853523.0,-972.6355591
997.85671456,,,,17.5,34.686798096,19.985988617,2.4160165787,2.3072142601,,,,,,85.385696411,,,997.85668945,488388.96875,6853523.0,-972.7874756
998.00871456,,,,17.5,34.22151947,18.973266602,2.4365217686,2.2885918617,,,,,,78.437187195,,,998.00872803,488388.96875,6853523.0,-972.9393311
998.16071456,,,,17.5,32.49723053,19.954536438,2.4238574505,2.191838026,,,,,,78.667984009,,,998.16070557,488388.96875,6853523.0,-973.0912476
998.31271456,,,,17.5,30.426277161,20.2439785,2.4178600311,2.1806702614,,,,,,88.972038269,,,998.31274414,488388.96875,6853523.0,-973.2431641
998.46471456,,,,17.5,28.355300903,21.305416107,2.4338853359,2.2134716511,,,,,,88.651176453,,,998.46472168,488388.96875,6853523.0,-973.3950195
998.61671456,,,,17.5,26.28427887,22.81712532,2.3734226227,2.1757063866,,,,,,87.280265808,,,998.61669922,488388.96875,6853523.0,-973.546936
998.76871456,,,,17.5,24.213327408,22.502285004,2.3140978813,2.0641405582,,,,,,83.912086487,,,998.76873779,488388.96875,6853523.0,-973.6987915
998.92071456,,,,17.5,22.258827209,22.881793976,2.2300701141,1.9976810217,,,,,,84.694122314,,,998.92071533,488388.96875,6853523.0,-973.850708
999.07271456,,,,17.5,21.061899185,22.968866348,2.1568996906,1.968604207,,,,,,87.99797821,,,999.07269287,488388.96875,6853523.0,-974.0026245
999.22471456,,,,17.5,21.061899185,24.746614456,2.1465976238,2.0136113167,,,,,,87.656806946,,,999.22473145,488388.96875,6853523.0,-974.15448
999.37671456,,,,17.5,21.061899185,26.23846817,2.0993807316,1.9006476402,,,,,,81.61051178,,,999.37670898,488388.96875,6853523.0,-974.3063965
999.52871456,,,,17.5,21.061899185,23.282024384,2.0661377907,1.8336151838,,,,,,86.400192261,,,999.52868652,488388.96875,6853523.0,-974.458252
999.68071456,,,,17.5,21.061899185,19.642015457,2.0605888367,1.8876327276,,,,,,85.772247314,,,999.6807251,488388.96875,6853523.0,-974.6101685
999.83271456,,,,17.5,21.061899185,15.964708328,2.0532336235,1.900736928,,,,,,86.888832092,,,999.83270264,488388.96875,6853523.0,-974.762085
999.98471456,,,,17.5,22.727371216,14.310939789,2.0681111813,1.9587393999,,,,,,90.89957428,,,999.98474121,488388.96875,6853523.0,-974.9139404
1000.1367146,,,,17.5,30.059854507,14.39047718,2.1179447174,1.9948163033,,,,,,91.393829346,,,1000.1367188,488388.96875,6853523.0,-975.0657959
1000.2887146,,,,17.5,40.064651489,14.328296661,2.1643018723,2.0334603786,,,,,,82.958076477,,,1000.2886963,488388.96875,6853523.0,-975.2177124
1000.4407146,,,,17.5,50.069522858,13.462678909,2.1969246864,2.0622711182,,,,,,79.667724609,,,1000.4407349,488388.96875,6853523.0,-975.3696289
1000.5927146,,,,17.5,60.074371338,16.094659805,2.216588974,2.1053910255,,,,,,85.222053528,,,1000.5927124,488388.96875,6853523.0,-975.5215454
1000.7447146,,,,17.5,70.079162598,30.417463303,2.1895940304,1.9912917614,,,,,,94.433692932,,,1000.7446899,488388.96875,6853523.0,-975.6734009
1000.8967146,,,,17.5,79.891860962,55.742801666,2.1820225716,2.0161590576,,,,,,91.299354553,,,1000.8967285,488388.96875,6853523.0,-975.8252563
1001.0487146,,,,17.5,86.883201599,76.114402771,2.2087686062,2.1178426743,,,,,,89.489265442,,,1001.0487061,488388.96875,6853523.0,-975.9771729
1001.2007146,,,,17.5,86.883201599,72.952949524,2.2275953293,2.1134476662,,,,,,91.696846008,,,1001.2007446,488388.96875,6853523.0,-976.1290894
1001.3527146,,,,17.5,86.883201599,49.44499588,2.1944177151,2.1010100842,,,,,,85.663871765,,,1001.3527222,488388.96875,6853523.0,-976.2809448
1001.5047146,,,,17.5,86.883201599,38.188358307,2.2026011944,2.092208147,,,,,,83.699745178,,,1001.5046997,488388.96875,6853523.0,-976.4328613
1001.6567146,,,,17.5,86.883201599,30.02986145,2.2233438492,2.0986118317,,,,,,90.112594604,,,1001.6567383,488388.96875,6853523.0,-976.5847168
1001.8087146,,,,17.5,86.883201599,26.125631332,2.2158918381,2.1010904312,,,,,,86.718605042,,,1001.8087158,488388.96875,6853523.0,-976.7366943
1001.9607146,,,,17.5,85.675102234,24.340681076,2.2439749241,2.0787372589,,,,,,86.732383728,,,1001.9606934,488388.96875,6853523.0,-976.8885498
1002.1127146,,,,17.5,79.208084106,24.301044464,2.2362470627,2.1227252483,,,,,,87.81212616,,,1002.1127319,488388.96875,6853523.0,-977.0404053
1002.2647146,,,,17.5,68.856719971,26.016122818,2.2394933701,2.2073562145,,,,,,89.236541748,,,1002.2647095,488388.96875,6853523.0,-977.1923218
1002.4167146,,,,17.5,58.505363464,28.045778275,2.2257556915,2.2894744873,,,,,,87.811347961,,,1002.416687,488388.96875,6853523.0,-977.3441772
1002.5687146,,,,17.5,48.154003143,26.435453415,2.2105531693,2.2567615509,,,,,,80.077476501,,,1002.5687256,488388.96875,6853523.0,-977.4960938
1002.7207146,,,,17.5,37.802642822,23.700323105,2.2191178799,2.250243187,,,,,,86.64717865,,,1002.7207031,488388.96875,6853523.0,-977.6480103
1002.8727146,,,,17.5,27.451284409,21.883903503,2.2313287258,2.3081972599,,,,,,93.163391113,,,1002.8727417,488388.96875,6853523.0,-977.7998657
1003.0247146,,,,17.5,19.15017128,21.173074722,2.2725243568,2.2618620396,,,,,,94.486442566,,,1003.0247192,488388.96875,6853523.0,-977.9517822
1003.1767146,,,,17.5,18.78219986,21.135976791,2.2723176479,2.2847878933,,,,,,86.564537048,,,1003.1766968,488388.96875,6853523.0,-978.1036377
1003.3287146,,,,17.5,18.78219986,21.73859024,2.2714455128,2.3107802868,,,,,,80.872901917,,,1003.3287354,488389.0,6853523.0,-978.2555542
1003.4807146,,,,17.5,18.78219986,22.337495804,2.2484257221,2.3519906998,,,,,,88.832504272,,,1003.4807129,488389.0,6853523.0,-978.4074707
1003.6327146,,,,17.5,18.78219986,22.303596497,2.2698328495,2.3305482864,,,,,,90.906959534,,,1003.6326904,488389.0,6853523.0,-978.5593262
1003.7847146,,,,17.5,18.78219986,23.543453217,2.2679114342,2.3693089485,,,,,,90.19493103,,,1003.784729,488389.0,6853523.0,-978.7111816
1003.9367146,,,,17.5,18.741832733,23.909927368,2.2564296722,2.372954607,,,,,,83.9269104,,,1003.9367065,488389.0,6853523.0,-978.8630981
1004.0887146,,,,17.5,18.469778061,23.919240952,2.2703716755,2.4615263939,,,,,,87.677223206,,,1004.0886841,488389.0,6853523.0,-979.0150146
